"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女","法人_会社以外の法人_事業所数","法人_会社以外の法人_従業者数(注)","法人_会社以外の法人_従業者数(注)_男","法人_会社以外の法人_従業者数(注)_女","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_男","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_女","法人でない団体_事業所数","法人でない団体_従業者数(注)","法人でない団体_従業者数(注)_男","法人でない団体_従業者数(注)_女","法人でない団体_従業者数(注)_うち常用雇用者(注)","法人でない団体_従業者数(注)_うち常用雇用者(注)_男","法人でない団体_従業者数(注)_うち常用雇用者(注)_女"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_30～49人","27.0","915.0","75.0","840.0","845.0","61.0","784.0","1.0","32.0","1.0","31.0","29.0","1.0","28.0","26.0","883.0","74.0","809.0","816.0","60.0","756.0","1.0","36.0","2.0","34.0","35.0","1.0","34.0","25.0","847.0","72.0","775.0","781.0","59.0","722.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_50～99人","3.0","211.0","34.0","177.0","209.0","33.0","176.0","-","-","-","-","-","-","-","3.0","211.0","34.0","177.0","209.0","33.0","176.0","-","-","-","-","-","-","-","3.0","211.0","34.0","177.0","209.0","33.0","176.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_100人以上","1.0","196.0","71.0","125.0","194.0","69.0","125.0","-","-","-","-","-","-","-","1.0","196.0","71.0","125.0","194.0","69.0","125.0","-","-","-","-","-","-","-","1.0","196.0","71.0","125.0","194.0","69.0","125.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_(再掲)5人以下","16.0","58.0","16.0","42.0","47.0","11.0","36.0","3.0","13.0","1.0","12.0","9.0","-","9.0","12.0","41.0","15.0","26.0","37.0","11.0","26.0","2.0","10.0","2.0","8.0","10.0","2.0","8.0","10.0","31.0","13.0","18.0","27.0","9.0","18.0","1.0","4.0","-","4.0","1.0","-","1.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　853 児童福祉事業_(再掲)20人以下","75.0","805.0","129.0","676.0","725.0","103.0","622.0","10.0","69.0","5.0","64.0","52.0","-","52.0","61.0","698.0","123.0","575.0","641.0","103.0","538.0","5.0","36.0","2.0","34.0","35.0","2.0","33.0","56.0","662.0","121.0","541.0","606.0","101.0","505.0","4.0","38.0","1.0","37.0","32.0","-","32.0"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業","692.0","17624.0","4268.0","13356.0","16057.0","3855.0","12202.0","9.0","91.0","16.0","75.0","59.0","5.0","54.0","683.0","17533.0","4252.0","13281.0","15998.0","3850.0","12148.0","335.0","6263.0","1073.0","5190.0","5424.0","857.0","4567.0","348.0","11270.0","3179.0","8091.0","10574.0","2993.0","7581.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_1～4人","74.0","195.0","47.0","148.0","155.0","35.0","120.0","2.0","4.0","-","4.0","2.0","-","2.0","72.0","191.0","47.0","144.0","153.0","35.0","118.0","28.0","74.0","15.0","59.0","52.0","9.0","43.0","44.0","117.0","32.0","85.0","101.0","26.0","75.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_5～9人","126.0","883.0","204.0","679.0","770.0","168.0","602.0","2.0","13.0","3.0","10.0","11.0","2.0","9.0","124.0","870.0","201.0","669.0","759.0","166.0","593.0","62.0","440.0","91.0","349.0","363.0","66.0","297.0","62.0","430.0","110.0","320.0","396.0","100.0","296.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_10～19人","222.0","3069.0","647.0","2422.0","2665.0","549.0","2116.0","4.0","54.0","8.0","46.0","43.0","3.0","40.0","218.0","3015.0","639.0","2376.0","2622.0","546.0","2076.0","129.0","1815.0","358.0","1457.0","1542.0","280.0","1262.0","89.0","1200.0","281.0","919.0","1080.0","266.0","814.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_20～29人","93.0","2206.0","448.0","1758.0","1894.0","355.0","1539.0","1.0","20.0","5.0","15.0","3.0","-","3.0","92.0","2186.0","443.0","1743.0","1891.0","355.0","1536.0","60.0","1423.0","264.0","1159.0","1239.0","208.0","1031.0","32.0","763.0","179.0","584.0","652.0","147.0","505.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_30～49人","77.0","2947.0","605.0","2342.0","2731.0","541.0","2190.0","-","-","-","-","-","-","-","77.0","2947.0","605.0","2342.0","2731.0","541.0","2190.0","43.0","1602.0","229.0","1373.0","1460.0","192.0","1268.0","34.0","1345.0","376.0","969.0","1271.0","349.0","922.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_50～99人","81.0","5600.0","1595.0","4005.0","5438.0","1538.0","3900.0","-","-","-","-","-","-","-","81.0","5600.0","1595.0","4005.0","5438.0","1538.0","3900.0","11.0","654.0","88.0","566.0","631.0","77.0","554.0","70.0","4946.0","1507.0","3439.0","4807.0","1461.0","3346.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_100人以上","19.0","2724.0","722.0","2002.0","2404.0","669.0","1735.0","-","-","-","-","-","-","-","19.0","2724.0","722.0","2002.0","2404.0","669.0","1735.0","2.0","255.0","28.0","227.0","137.0","25.0","112.0","17.0","2469.0","694.0","1775.0","2267.0","644.0","1623.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_(再掲)5人以下","97.0","310.0","77.0","233.0","256.0","61.0","195.0","2.0","4.0","-","4.0","2.0","-","2.0","95.0","306.0","77.0","229.0","254.0","61.0","193.0","37.0","119.0","29.0","90.0","86.0","20.0","66.0","58.0","187.0","48.0","139.0","168.0","41.0","127.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　854 老人福祉・介護事業_(再掲)20人以下","437.0","4447.0","975.0","3472.0","3845.0","813.0","3032.0","9.0","91.0","16.0","75.0","59.0","5.0","54.0","428.0","4356.0","959.0","3397.0","3786.0","808.0","2978.0","228.0","2509.0","509.0","2000.0","2129.0","394.0","1735.0","200.0","1847.0","450.0","1397.0","1657.0","414.0","1243.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業","143.0","2471.0","1040.0","1431.0","2302.0","964.0","1338.0","-","-","-","-","-","-","-","143.0","2471.0","1040.0","1431.0","2302.0","964.0","1338.0","4.0","36.0","9.0","27.0","31.0","7.0","24.0","139.0","2435.0","1031.0","1404.0","2271.0","957.0","1314.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_1～4人","37.0","98.0","33.0","65.0","93.0","32.0","61.0","-","-","-","-","-","-","-","37.0","98.0","33.0","65.0","93.0","32.0","61.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","36.0","94.0","32.0","62.0","89.0","31.0","58.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_5～9人","40.0","260.0","102.0","158.0","249.0","98.0","151.0","-","-","-","-","-","-","-","40.0","260.0","102.0","158.0","249.0","98.0","151.0","2.0","12.0","7.0","5.0","11.0","6.0","5.0","38.0","248.0","95.0","153.0","238.0","92.0","146.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_10～19人","35.0","480.0","217.0","263.0","424.0","195.0","229.0","-","-","-","-","-","-","-","35.0","480.0","217.0","263.0","424.0","195.0","229.0","-","-","-","-","-","-","-","35.0","480.0","217.0","263.0","424.0","195.0","229.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_20～29人","10.0","253.0","99.0","154.0","238.0","92.0","146.0","-","-","-","-","-","-","-","10.0","253.0","99.0","154.0","238.0","92.0","146.0","1.0","20.0","1.0","19.0","16.0","-","16.0","9.0","233.0","98.0","135.0","222.0","92.0","130.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_30～49人","13.0","519.0","275.0","244.0","440.0","235.0","205.0","-","-","-","-","-","-","-","13.0","519.0","275.0","244.0","440.0","235.0","205.0","-","-","-","-","-","-","-","13.0","519.0","275.0","244.0","440.0","235.0","205.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_50～99人","6.0","433.0","177.0","256.0","430.0","175.0","255.0","-","-","-","-","-","-","-","6.0","433.0","177.0","256.0","430.0","175.0","255.0","-","-","-","-","-","-","-","6.0","433.0","177.0","256.0","430.0","175.0","255.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_100人以上","2.0","428.0","137.0","291.0","428.0","137.0","291.0","-","-","-","-","-","-","-","2.0","428.0","137.0","291.0","428.0","137.0","291.0","-","-","-","-","-","-","-","2.0","428.0","137.0","291.0","428.0","137.0","291.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_(再掲)5人以下","50.0","163.0","58.0","105.0","152.0","56.0","96.0","-","-","-","-","-","-","-","50.0","163.0","58.0","105.0","152.0","56.0","96.0","1.0","4.0","1.0","3.0","4.0","1.0","3.0","49.0","159.0","57.0","102.0","148.0","55.0","93.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　855 障害者福祉事業_(再掲)20人以下","113.0","858.0","353.0","505.0","782.0","325.0","457.0","-","-","-","-","-","-","-","113.0","858.0","353.0","505.0","782.0","325.0","457.0","4.0","36.0","9.0","27.0","31.0","7.0","24.0","109.0","822.0","344.0","478.0","751.0","318.0","433.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業","59.0","1573.0","317.0","1256.0","1267.0","282.0","985.0","1.0","2.0","1.0","1.0","-","-","-","58.0","1571.0","316.0","1255.0","1267.0","282.0","985.0","1.0","3.0","1.0","2.0","-","-","-","57.0","1568.0","315.0","1253.0","1267.0","282.0","985.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_1～4人","12.0","25.0","8.0","17.0","19.0","5.0","14.0","1.0","2.0","1.0","1.0","-","-","-","11.0","23.0","7.0","16.0","19.0","5.0","14.0","1.0","3.0","1.0","2.0","-","-","-","10.0","20.0","6.0","14.0","19.0","5.0","14.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_5～9人","4.0","27.0","7.0","20.0","22.0","6.0","16.0","-","-","-","-","-","-","-","4.0","27.0","7.0","20.0","22.0","6.0","16.0","-","-","-","-","-","-","-","4.0","27.0","7.0","20.0","22.0","6.0","16.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_10～19人","11.0","169.0","46.0","123.0","103.0","34.0","69.0","-","-","-","-","-","-","-","11.0","169.0","46.0","123.0","103.0","34.0","69.0","-","-","-","-","-","-","-","11.0","169.0","46.0","123.0","103.0","34.0","69.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_20～29人","9.0","219.0","59.0","160.0","165.0","55.0","110.0","-","-","-","-","-","-","-","9.0","219.0","59.0","160.0","165.0","55.0","110.0","-","-","-","-","-","-","-","9.0","219.0","59.0","160.0","165.0","55.0","110.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_30～49人","15.0","587.0","83.0","504.0","486.0","77.0","409.0","-","-","-","-","-","-","-","15.0","587.0","83.0","504.0","486.0","77.0","409.0","-","-","-","-","-","-","-","15.0","587.0","83.0","504.0","486.0","77.0","409.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_50～99人","6.0","442.0","88.0","354.0","368.0","79.0","289.0","-","-","-","-","-","-","-","6.0","442.0","88.0","354.0","368.0","79.0","289.0","-","-","-","-","-","-","-","6.0","442.0","88.0","354.0","368.0","79.0","289.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_100人以上","1.0","104.0","26.0","78.0","104.0","26.0","78.0","-","-","-","-","-","-","-","1.0","104.0","26.0","78.0","104.0","26.0","78.0","-","-","-","-","-","-","-","1.0","104.0","26.0","78.0","104.0","26.0","78.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_出向・派遣従業者のみ","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_(再掲)5人以下","12.0","25.0","8.0","17.0","19.0","5.0","14.0","1.0","2.0","1.0","1.0","-","-","-","11.0","23.0","7.0","16.0","19.0","5.0","14.0","1.0","3.0","1.0","2.0","-","-","-","10.0","20.0","6.0","14.0","19.0","5.0","14.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　85 社会保険・社会福祉・介護事業_　859 その他の社会保険・社会福祉・介護事業_(再掲)20人以下","29.0","261.0","70.0","191.0","163.0","53.0","110.0","1.0","2.0","1.0","1.0","-","-","-","28.0","259.0","69.0","190.0","163.0","53.0","110.0","1.0","3.0","1.0","2.0","-","-","-","27.0","256.0","68.0","188.0","163.0","53.0","110.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能_","3.0","22.0","10.0","12.0","19.0","8.0","11.0","-","-","-","-","-","-","-","3.0","22.0","10.0","12.0","19.0","8.0","11.0","2.0","16.0","8.0","8.0","13.0","6.0","7.0","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__1～4人","1.0","4.0","3.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","1.0","4.0","3.0","1.0","2.0","2.0","-","1.0","4.0","3.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__5～9人","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__10～19人","1.0","12.0","5.0","7.0","11.0","4.0","7.0","-","-","-","-","-","-","-","1.0","12.0","5.0","7.0","11.0","4.0","7.0","1.0","12.0","5.0","7.0","11.0","4.0","7.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__(再掲)5人以下","1.0","4.0","3.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","1.0","4.0","3.0","1.0","2.0","2.0","-","1.0","4.0","3.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZ 医療，福祉 内格付不能__(再掲)20人以下","3.0","22.0","10.0","12.0","19.0","8.0","11.0","-","-","-","-","-","-","-","3.0","22.0","10.0","12.0","19.0","8.0","11.0","2.0","16.0","8.0","8.0","13.0","6.0","7.0","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZZ 医療，福祉 内格付不能_","3.0","22.0","10.0","12.0","19.0","8.0","11.0","-","-","-","-","-","-","-","3.0","22.0","10.0","12.0","19.0","8.0","11.0","2.0","16.0","8.0","8.0","13.0","6.0","7.0","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZZ 医療，福祉 内格付不能__1～4人","1.0","4.0","3.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","1.0","4.0","3.0","1.0","2.0","2.0","-","1.0","4.0","3.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZZ 医療，福祉 内格付不能__5～9人","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-","1.0","6.0","2.0","4.0","6.0","2.0","4.0","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZZ 医療，福祉 内格付不能__10～19人","1.0","12.0","5.0","7.0","11.0","4.0","7.0","-","-","-","-","-","-","-","1.0","12.0","5.0","7.0","11.0","4.0","7.0","1.0","12.0","5.0","7.0","11.0","4.0","7.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZZ 医療，福祉 内格付不能__20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　P 医療，福祉_　PZZ 医療，福祉 内格付不能__30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
